il_id,il,plaka,ilce,slug
66,Yozgat,66,Yenifakılı,yenifakili
66,Yozgat,66,Yerköy,yerkoy
67,Zonguldak,67,Alaplı,alapli
67,Zonguldak,67,Çaycuma,caycuma
67,Zonguldak,67,Devrek,devrek
67,Zonguldak,67,Ereğli,eregli
67,Zonguldak,67,Gökçebey,gokcebey
67,Zonguldak,67,Kilimli,kilimli
67,Zonguldak,67,Kozlu,kozlu
67,Zonguldak,67,Merkez,merkez
17,Çanakkale,17,Ayvacık,ayvacik
17,Çanakkale,17,Bayramiç,bayramic
17,Çanakkale,17,Biga,biga
17,Çanakkale,17,Bozcaada,bozcaada
17,Çanakkale,17,Çan,can
17,Çanakkale,17,Eceabat,eceabat
17,Çanakkale,17,Ezine,ezine
17,Çanakkale,17,Gelibolu,gelibolu
17,Çanakkale,17,Gökçeada,gokceada
17,Çanakkale,17,Lapseki,lapseki
17,Çanakkale,17,Merkez,merkez
17,Çanakkale,17,Yenice,yenice
18,Çankırı,18,Atkaracalar,atkaracalar
18,Çankırı,18,Bayramören,bayramoren
18,Çankırı,18,Çerkeş,cerkes
18,Çankırı,18,Eldivan,eldivan
18,Çankırı,18,Ilgaz,ilgaz
18,Çankırı,18,Kızılırmak,kizilirmak
18,Çankırı,18,Korgun,korgun
18,Çankırı,18,Kurşunlu,kursunlu
18,Çankırı,18,Merkez,merkez
18,Çankırı,18,Orta,orta
18,Çankırı,18,Şabanözü,sabanozu
18,Çankırı,18,Yapraklı,yaprakli
19,Çorum,19,Alaca,alaca
19,Çorum,19,Bayat,bayat
19,Çorum,19,Boğazkale,bogazkale
19,Çorum,19,Dodurga,dodurga
19,Çorum,19,İskilip,i̇skilip
19,Çorum,19,Kargı,kargi
19,Çorum,19,Laçin,lacin
19,Çorum,19,Mecitözü,mecitozu
19,Çorum,19,Merkez,merkez
19,Çorum,19,Oğuzlar,oguzlar
19,Çorum,19,Ortaköy,ortakoy
19,Çorum,19,Osmancık,osmancik
19,Çorum,19,Sungurlu,sungurlu
19,Çorum,19,Uğurludağ,ugurludag
34,İstanbul,34,Adalar,adalar
34,İstanbul,34,Arnavutköy,arnavutkoy
34,İstanbul,34,Ataşehir,atasehir
34,İstanbul,34,Avcılar,avcilar
34,İstanbul,34,Bağcılar,bagcilar
34,İstanbul,34,Bahçelievler,bahcelievler
34,İstanbul,34,Bakırköy,bakirkoy
34,İstanbul,34,Başakşehir,basaksehir
34,İstanbul,34,Bayrampaşa,bayrampasa
34,İstanbul,34,Beşiktaş,besiktas
34,İstanbul,34,Beykoz,beykoz
34,İstanbul,34,Beylikdüzü,beylikduzu
34,İstanbul,34,Beyoğlu,beyoglu
34,İstanbul,34,Büyükçekmece,buyukcekmece
34,İstanbul,34,Çatalca,catalca
34,İstanbul,34,Çekmeköy,cekmekoy
34,İstanbul,34,Esenler,esenler
34,İstanbul,34,Esenyurt,esenyurt
34,İstanbul,34,Eyüpsultan,eyupsultan
34,İstanbul,34,Fatih,fatih
34,İstanbul,34,Gaziosmanpaşa,gaziosmanpasa
34,İstanbul,34,Güngören,gungoren
34,İstanbul,34,Kadıköy,kadikoy
34,İstanbul,34,Kağıthane,kagithane
34,İstanbul,34,Kartal,kartal
34,İstanbul,34,Küçükçekmece,kucukcekmece
34,İstanbul,34,Maltepe,maltepe
34,İstanbul,34,Pendik,pendik
34,İstanbul,34,Sancaktepe,sancaktepe
34,İstanbul,34,Sarıyer,sariyer
34,İstanbul,34,Silivri,silivri
34,İstanbul,34,Sultanbeyli,sultanbeyli
34,İstanbul,34,Sultangazi,sultangazi
34,İstanbul,34,Şile,sile
34,İstanbul,34,Şişli,sisli
34,İstanbul,34,Tuzla,tuzla
34,İstanbul,34,Ümraniye,umraniye
34,İstanbul,34,Üsküdar,uskudar
34,İstanbul,34,Zeytinburnu,zeytinburnu
35,İzmir,35,Aliağa,aliaga
35,İzmir,35,Balçova,balcova
35,İzmir,35,Bayındır,bayindir
35,İzmir,35,Bayraklı,bayrakli
35,İzmir,35,Bergama,bergama
35,İzmir,35,Beydağ,beydag
35,İzmir,35,Bornova,bornova
35,İzmir,35,Buca,buca
35,İzmir,35,Çeşme,cesme
35,İzmir,35,Çiğli,cigli
35,İzmir,35,Dikili,dikili
35,İzmir,35,Foça,foca
35,İzmir,35,Gaziemir,gaziemir
35,İzmir,35,Güzelbahçe,guzelbahce
35,İzmir,35,Karabağlar,karabaglar
35,İzmir,35,Karaburun,karaburun
35,İzmir,35,Karşıyaka,karsiyaka
35,İzmir,35,Kemalpaşa,kemalpasa
35,İzmir,35,Kınık,kinik
35,İzmir,35,Kiraz,kiraz
35,İzmir,35,Konak,konak
35,İzmir,35,Menderes,menderes
35,İzmir,35,Menemen,menemen
35,İzmir,35,Narlıdere,narlidere
35,İzmir,35,Ödemiş,odemis
35,İzmir,35,Seferihisar,seferihisar
35,İzmir,35,Selçuk,selcuk
35,İzmir,35,Tire,tire
35,İzmir,35,Torbalı,torbali
35,İzmir,35,Urla,urla
63,Şanlıurfa,63,Akçakale,akcakale
63,Şanlıurfa,63,Birecik,birecik
63,Şanlıurfa,63,Bozova,bozova
63,Şanlıurfa,63,Ceylanpınar,ceylanpinar
63,Şanlıurfa,63,Eyyübiye,eyyubiye
63,Şanlıurfa,63,Halfeti,halfeti
63,Şanlıurfa,63,Haliliye,haliliye
63,Şanlıurfa,63,Harran,harran
63,Şanlıurfa,63,Hilvan,hilvan
63,Şanlıurfa,63,Karaköprü,karakopru
63,Şanlıurfa,63,Siverek,siverek
63,Şanlıurfa,63,Suruç,suruc
63,Şanlıurfa,63,Viranşehir,viransehir
73,Şırnak,73,Beytüşşebap,beytussebap
73,Şırnak,73,Cizre,cizre
73,Şırnak,73,Güçlükonak,guclukonak
73,Şırnak,73,İdil,i̇dil
73,Şırnak,73,Merkez,merkez
73,Şırnak,73,Silopi,silopi
73,Şırnak,73,Uludere,uludere
